0,1,2,3,4,5,falcon-7b-lang-3_correct,falcon-7b-lang-3_choiceA_probs,falcon-7b-lang-3_choiceB_probs,falcon-7b-lang-3_choiceC_probs,falcon-7b-lang-3_choiceD_probs
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.4739,0.19,0.2238,0.11255
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.3289,0.1896,0.338,0.1437
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.251,0.2223,0.3027,0.2241
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.3765,0.2383,0.2537,0.1316
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.2925,0.1559,0.38,0.1719
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.2375,0.1938,0.3948,0.1738
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.3982,0.214,0.2406,0.1471
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.4087,0.1842,0.2703,0.137
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.3474,0.1838,0.3115,0.1572
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,True,0.3027,0.1719,0.3088,0.2164
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,True,0.1729,0.202,0.426,0.199
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.3738,0.2559,0.281,0.0891
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.243,0.2864,0.3323,0.1384
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.3826,0.1732,0.2878,0.1565
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.2847,0.2708,0.3032,0.1415
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.3784,0.254,0.1766,0.191
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.2443,0.178,0.3186,0.259
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.353,0.1782,0.35,0.1187
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.2292,0.1677,0.3098,0.2932
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.418,0.2185,0.2534,0.1099
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.452,0.1876,0.2448,0.1156
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.3901,0.1909,0.3198,0.09906
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.2297,0.1964,0.3115,0.2622
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.3308,0.1991,0.2942,0.1758
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.3896,0.2135,0.2308,0.1663
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.3464,0.307,0.2135,0.133
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.3726,0.2551,0.2778,0.09454
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.4148,0.2524,0.2053,0.1274
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.3333,0.2466,0.323,0.09735
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.2146,0.2122,0.3062,0.267
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.3,0.1631,0.2507,0.2861
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.3833,0.2379,0.2654,0.1133
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.292,0.2659,0.3135,0.1287
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.3047,0.2449,0.312,0.1384
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.4294,0.1637,0.2495,0.1573
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.1255,0.10986,0.41,0.3547
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,False,0.3643,0.2307,0.2751,0.1299
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.2812,0.3726,0.2424,0.1039
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.2764,0.2637,0.306,0.1538
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.2693,0.2233,0.3027,0.2048
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.294,0.1648,0.286,0.2554
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.2725,0.204,0.2888,0.2349
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.3237,0.2482,0.2993,0.1288
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.4238,0.1941,0.3125,0.06946
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.3794,0.1779,0.2852,0.1576
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.405,0.1981,0.2883,0.1086
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.3364,0.2096,0.2932,0.1608
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.3853,0.2637,0.2256,0.1255
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.2397,0.2133,0.3354,0.2115
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.478,0.1614,0.2329,0.1277
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.2727,0.1881,0.3655,0.174
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,False,0.242,0.1497,0.3777,0.2308
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.3296,0.1644,0.3013,0.2047
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.4219,0.1864,0.2778,0.11395
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,True,0.0707,0.4966,0.2976,0.1353
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.2979,0.2214,0.2822,0.1985
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.4004,0.3167,0.2085,0.07434
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.3098,0.2104,0.3196,0.1602
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.1862,0.1604,0.4717,0.1818
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.3264,0.1542,0.3213,0.198
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.3267,0.2255,0.2783,0.1696
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.4385,0.1857,0.2578,0.11804
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.3154,0.2637,0.2874,0.1335
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,False,0.407,0.2517,0.268,0.07324
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.292,0.1833,0.433,0.0915
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.091,0.1273,0.4978,0.2837
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.3367,0.2269,0.3276,0.1089
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,True,0.264,0.2479,0.2966,0.1915
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.4197,0.2169,0.2764,0.087
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.2522,0.2084,0.3984,0.141
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.4714,0.2593,0.1913,0.0779
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.2576,0.169,0.3386,0.2346
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.2795,0.2524,0.2998,0.1682
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.288,0.2903,0.2769,0.1448
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.426,0.2428,0.239,0.09216
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.344,0.2363,0.2566,0.1631
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.4934,0.2377,0.1659,0.103
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.3757,0.2133,0.2825,0.1284
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.2437,0.1935,0.356,0.2068
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.3372,0.2457,0.3167,0.10046
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.3535,0.1998,0.2537,0.193
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.33,0.2705,0.3076,0.092
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.1918,0.1267,0.4092,0.2725
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.3105,0.2236,0.2761,0.1898
How many sides does a rhombus have?,4,6,8,10,A,True,0.386,0.2091,0.2622,0.1426
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.2417,0.1838,0.2783,0.2961
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.4568,0.2306,0.2551,0.0574
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.1699,0.1699,0.5093,0.1506
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.3574,0.2092,0.2815,0.1519
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.306,0.2439,0.2988,0.1514
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.2595,0.2186,0.3132,0.2086
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.3135,0.1909,0.2578,0.2375
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.332,0.2186,0.3674,0.082
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.3516,0.2435,0.3127,0.0924
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.3274,0.1993,0.2715,0.2018
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.3284,0.2103,0.312,0.1492
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.2076,0.1642,0.3179,0.3103
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.287,0.2307,0.2783,0.2036
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,False,0.2195,0.2401,0.3748,0.1656
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.2285,0.147,0.3552,0.2693
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.2559,0.2104,0.3767,0.157
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,False,0.2822,0.1954,0.3933,0.1292
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.2817,0.2354,0.3806,0.1024
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.2517,0.1311,0.3025,0.3145
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.4001,0.2917,0.1913,0.11694
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.36,0.2052,0.2905,0.1443
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.2996,0.1727,0.3342,0.1935
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.2413,0.2339,0.4026,0.1223
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.3728,0.2227,0.2927,0.11194
How many stars are on the American flag?,13,48,50,51,C,False,0.4233,0.2517,0.2223,0.10254
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.26,0.2206,0.384,0.1354
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,True,0.2769,0.1719,0.3445,0.2065
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.2544,0.2177,0.3118,0.216
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.338,0.2156,0.3064,0.1403
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.261,0.151,0.2957,0.2922
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.3347,0.2488,0.3108,0.1057
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.3528,0.1494,0.2416,0.256
In the children's game what color is 'Rover'?,Green,black,red,blue,C,True,0.305,0.1588,0.3184,0.2179
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.29,0.2267,0.2744,0.2089
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,True,0.2856,0.256,0.2903,0.168
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.2744,0.2188,0.3823,0.12463
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.3757,0.2261,0.2622,0.1361
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.2142,0.1906,0.307,0.2883
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.3472,0.194,0.321,0.1376
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.3254,0.1729,0.2964,0.2053
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,True,0.1968,0.1364,0.3335,0.3335
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.3418,0.2139,0.2878,0.1565
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,False,0.1092,0.1167,0.5566,0.2172
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.2534,0.1715,0.4001,0.1748
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.3745,0.1868,0.2534,0.1854
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.4006,0.2203,0.2458,0.1332
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.374,0.2002,0.2947,0.1312
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.283,0.2136,0.3633,0.1401
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.254,0.217,0.3086,0.2205
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,False,0.4268,0.233,0.2155,0.1247
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.4216,0.2598,0.2249,0.09375
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.2152,0.173,0.3633,0.2487
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.3987,0.2428,0.2317,0.127
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.2969,0.1765,0.3416,0.185
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.3196,0.1843,0.3694,0.1267
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,True,0.353,0.2379,0.2686,0.1404
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,False,0.329,0.2117,0.3215,0.1377
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.318,0.2186,0.3535,0.1099
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,False,0.2051,0.1754,0.37,0.2494
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.3582,0.1954,0.339,0.1075
What is another way of writing-'six feet'?,6',6,6'',6#,A,True,0.3743,0.2512,0.2502,0.1244
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.3875,0.1713,0.2233,0.2181
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,False,0.2452,0.191,0.3667,0.197
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,False,0.423,0.2195,0.2517,0.1057
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.4207,0.1874,0.2632,0.1288
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.3237,0.258,0.279,0.1392
