Input,Pred,Gold
Hari ini hari raya nyepi di Bali therefore [LABELS_CHOICE],1,0
Bibi lagi liburan ke Lombok therefore [LABELS_CHOICE],0,0
Teman saya tinggal di sekitaran SCBD therefore [LABELS_CHOICE],0,1
Kakak menjaga kebersihan tubuh therefore [LABELS_CHOICE],1,1
Aku mendadak lapar saat malam hari therefore [LABELS_CHOICE],0,0
Adik menyapu lantai tidak bersih therefore [LABELS_CHOICE],0,1
Keluarga Pak Kades selesai makan di restoran therefore [LABELS_CHOICE],1,1
Dosenku membeli nasi padang untuk dibawa pulang therefore [LABELS_CHOICE],1,1
Hari ini hari raya kartini therefore [LABELS_CHOICE],1,0
Adik yang masih TK akan berangkat ke sekolah therefore [LABELS_CHOICE],0,1
Keluarga kami mau buka puasa therefore [LABELS_CHOICE],0,0
Adik makan ayam tidak pakai nasi therefore [LABELS_CHOICE],1,0
Keluarga yang percaya mitos itu punya banyak anak therefore [LABELS_CHOICE],0,1
Warung kami tidak punya uang pecahan therefore [LABELS_CHOICE],1,1
Paman tidak mau diajak ke Malang because [LABELS_CHOICE],1,0
Aku datang ke acara Mamah Dedeh because [LABELS_CHOICE],0,1
Pak Jokowi menjadi lebih dekat dengan masyarakat because [LABELS_CHOICE],1,0
Cewek itu baru saja makan Seblak because [LABELS_CHOICE],0,0
Keluargaku kehabisan gas because [LABELS_CHOICE],1,1
"Setelah upacara, saya minum cendol because [LABELS_CHOICE]",0,0
Banyak rombongan study tour mampir ke Monas because [LABELS_CHOICE],0,0
Aku membawa baju renang sebelum berangkat because [LABELS_CHOICE],1,1
Andi F Noya melakukan hal yang gila because [LABELS_CHOICE],0,1
Iwan Fals banyak disukai orang orang because [LABELS_CHOICE],0,1
Bos saya tidak banyak makan nasi saat kerja di Papua because [LABELS_CHOICE],0,0
Bakpia cocok jadi cemilan because [LABELS_CHOICE],1,0
Mata paman berkunang-kunang because [LABELS_CHOICE],0,0
Raja Ampat memberikan pesona yang luar biasa because [LABELS_CHOICE],0,0
Pak Raden menggerakkan boneka si Unyil because [LABELS_CHOICE],0,1
Raul Lemos dan Krisdayanti hidup bersama because [LABELS_CHOICE],0,0
Sate Madura rasanya manis because [LABELS_CHOICE],1,0
Mama tidak suka menonton topeng monyet because [LABELS_CHOICE],1,0
Bapak mampir ke pom bensin untuk buang air besar because [LABELS_CHOICE],0,0
Aku ke bundaran HI untuk cuci mata because [LABELS_CHOICE],0,0
"Di acara TV, Chef Bondan baru saja selesai memasak  therefore [LABELS_CHOICE]",0,0
Bung Tomo berpidato di Surabaya therefore [LABELS_CHOICE],0,0
Sore ini cuaca berangin therefore [LABELS_CHOICE],0,1
Biji kopinya berasal dari luwak therefore [LABELS_CHOICE],0,0
Wisatawan pakai kaos hijau ke Pantai Parangtritis therefore [LABELS_CHOICE],0,1
Nenek beli pempek kapal selam therefore [LABELS_CHOICE],0,0
Aku berangkat sekolah pakai motor bebek therefore [LABELS_CHOICE],1,1
Tutup kaleng kerupuk tidak ditutup dengan rapat therefore [LABELS_CHOICE],1,0
Aku mau berhemat  therefore [LABELS_CHOICE],1,0
Giring Nidji pergi ke atas panggung therefore [LABELS_CHOICE],1,0
Pak Tarno menepuk tangannya therefore [LABELS_CHOICE],0,1
Anak kompleks sedang bermain gobak sodor therefore [LABELS_CHOICE],1,1
Bapak ingin ber-swafoto therefore [LABELS_CHOICE],1,1
Pedagang itu menjual Kerak Telor therefore [LABELS_CHOICE],1,0
Istriku ingin beli ikan mas therefore [LABELS_CHOICE],1,1
Pak Kumis orang Sukabumi therefore [LABELS_CHOICE],0,1
Abangku sedang di Palu therefore [LABELS_CHOICE],0,0
Mbah Surip tiba-tiba mengangkat saya therefore [LABELS_CHOICE],0,1
Ariel dan Peterpan sedang naik daun therefore [LABELS_CHOICE],1,1
Sapi itu sedang tidak enak badan therefore [LABELS_CHOICE],1,1
Kakak kecewa ketika membuka kaleng biskuit because [LABELS_CHOICE],1,0
Ibu membeli daun janur menjelang lebaran because [LABELS_CHOICE],1,0
Ada museum bencana alam di Aceh because [LABELS_CHOICE],1,1
Pemuda itu berjalan bungkuk ketika lewat depan orang tua because [LABELS_CHOICE],1,0
Pamanku suka memberi cendol di internet because [LABELS_CHOICE],1,1
Kepolisian angkat tangan menangani kasus Novel Baswedan because [LABELS_CHOICE],1,1
Adik kesemutan setelah tadarusan di masjid because [LABELS_CHOICE],1,1
Kami akan sholat di langgar because [LABELS_CHOICE],0,0
Kota Bandung disebut sebagai kota lautan api because [LABELS_CHOICE],0,0
Jalan raya didepan rumah orang tersebut ditutup because [LABELS_CHOICE],1,0
Istriku sudah lama tidak datang bulan therefore [LABELS_CHOICE],1,1
Lampu merah pancoran terlalu lama therefore [LABELS_CHOICE],0,1
Motor matic temanku mogok di jalan therefore [LABELS_CHOICE],1,0
Anak pejabat punya orang dalam therefore [LABELS_CHOICE],1,0
Kami melewati simpang empat tanpa lampu merah therefore [LABELS_CHOICE],0,1
Banyak orang memasukkan nama Pak SBY ke kotak suara therefore [LABELS_CHOICE],0,0
Acara wisuda ITS dipenuhi dengan arak arakan therefore [LABELS_CHOICE],0,1
Aku disuruh membeli beras di supermarket dengan ukuran paling kecil therefore [LABELS_CHOICE],1,1
Nasi kemarin malam tidak habis therefore [LABELS_CHOICE],1,1
Sangkuriang menendang perahu therefore [LABELS_CHOICE],0,0
Hari ini mall sedang sepi pengunjung because [LABELS_CHOICE],1,0
Anak itu hidup sebatang kara because [LABELS_CHOICE],1,0
Para pemuda rela mati demi berjuang pada zaman penjajahan because [LABELS_CHOICE],1,0
Anak SD itu sering sekali pergi ke perpustakaan kota because [LABELS_CHOICE],0,1
Klien angkat kaki dari rapat because [LABELS_CHOICE],1,1
Adik terus membangkang perintah bapak therefore [LABELS_CHOICE],0,1
Aku gagal menjadi polisi therefore [LABELS_CHOICE],0,1
Rumah tetangga saya baru saja dibobol maling therefore [LABELS_CHOICE],0,1
Orang itu menjadi kaki tangan teroris therefore [LABELS_CHOICE],1,0
Perusahaan tersebut terus merugi selama 1 tahun terakhir therefore [LABELS_CHOICE],1,0
Orang dari eropa terkena diare because [LABELS_CHOICE],0,0
Ada anak kecil mual dan muntah because [LABELS_CHOICE],0,0
Motor itu berlawanan arah jalan because [LABELS_CHOICE],1,0
Murid sekolah berkumpul di lapangan sekolah setiap jam 7 pagi hari senin because [LABELS_CHOICE],1,1
Anak itu dimarahi orang tuanya because [LABELS_CHOICE],1,0
"Menjelang lebaran, langit terlihat tidak kosong dan terdengar bunyi bising because [LABELS_CHOICE]",0,0
Ibu itu dilarang tawar menawar harga because [LABELS_CHOICE],1,0
Ibu itu punggungnya merah because [LABELS_CHOICE],0,0
Kucing itu terkenal sangat ganas because [LABELS_CHOICE],0,1
Warga kampung Jakarta bahu membahu membersihkan got kampung mereka because [LABELS_CHOICE],0,0
Siswa-siswa baru SMA sedang dimarahi oleh kakak kelasnya because [LABELS_CHOICE],0,1
Seorang pemuda laki-laki memakai baju batik because [LABELS_CHOICE],0,0
Di sekolah tadi saya berada dalam bahaya because [LABELS_CHOICE],0,1
Ada lomba makan kerupuk because [LABELS_CHOICE],1,0
Anak-anak itu menggambar kotak-kotak menggunakan kapur di jalan because [LABELS_CHOICE],0,1
Orang itu ditangkap polisi because [LABELS_CHOICE],0,0
Ada bendera warna kuning polos di dekat rumah tetangga because [LABELS_CHOICE],0,0
Orang itu terlalu banyak minum air because [LABELS_CHOICE],0,0
Orang itu pergi ke McD because [LABELS_CHOICE],1,1
Orang itu memakai kopiah because [LABELS_CHOICE],0,0
Seseorang mengenakan sepatu saat ingin masuk ke rumah mertua therefore [LABELS_CHOICE],0,1
Kita diberikan suatu hadiah therefore [LABELS_CHOICE],0,1
Penumpang angkutan umum ingin turun di jalan therefore [LABELS_CHOICE],0,1
Orang itu akan menyebrang jalan raya therefore [LABELS_CHOICE],0,0
Pembuat gedung 20 lantai penganut ajaran fengshui therefore [LABELS_CHOICE],1,1
Pemuda Indonesia tersebut selesai membuang air besar therefore [LABELS_CHOICE],1,1
Anak-anak kampung melihat orang Eropa paruh baya therefore [LABELS_CHOICE],0,1
Saat bulan ramadhan ada tambahan upah diberikan ke karyawan therefore [LABELS_CHOICE],1,1
Sekelompok wisatawan pergi ke Bunaken therefore [LABELS_CHOICE],0,1
Satu keluarga yang tidak mampu ingin menyekolahkan anaknya therefore [LABELS_CHOICE],0,1
40 hari setelah wafatnya seorang muslim di suatu perumahan therefore [LABELS_CHOICE],0,1
Seorang karyawan perusahaan berangkat jam 7 pagi menuju Jakarta Pusat therefore [LABELS_CHOICE],0,0
Orang itu bernama Haryo therefore [LABELS_CHOICE],1,1
Hari ini tanggal 31 Oktober therefore [LABELS_CHOICE],1,0
Guru masuk di awal pelajaran siswa sekolah dasar therefore [LABELS_CHOICE],1,0
Orang itu parkir motor di depan indomaret therefore [LABELS_CHOICE],0,0
Ayah penyayang binatang therefore [LABELS_CHOICE],1,0
Anak kecil itu menaruh tangan ke kepala orang tuanya therefore [LABELS_CHOICE],0,1
Orang itu ingin makan rendang therefore [LABELS_CHOICE],0,0
Anak itu pengecut dalam menghadapi masalah therefore [LABELS_CHOICE],1,0
Siswa-siswa pergi ke Taman Banteng because [LABELS_CHOICE],0,1
Menkominfo tersangkut korupsi BTS because [LABELS_CHOICE],1,1
Ada kemacetan di Jalan Pantura di Jawa because [LABELS_CHOICE],1,0
Siswa SMA dihukum oleh guru sekolah because [LABELS_CHOICE],0,1
Orang itu menonton video Cak Lontong because [LABELS_CHOICE],0,1
Keluaga itu belangganan PAM because [LABELS_CHOICE],1,0
Banyak ondel-ondel di suatu lapangan because [LABELS_CHOICE],0,0
Orang itu punya alergi ketan because [LABELS_CHOICE],1,0
Kendaraan tersebut melambatkan jalannya because [LABELS_CHOICE],1,1
Mahasiswa itu memakai jaket kuning because [LABELS_CHOICE],0,0
Dosen itu kolestrolnya naik because [LABELS_CHOICE],1,1
Orang itu disebut tinggal di luar planet because [LABELS_CHOICE],1,1
Orang itu memilih untuk ke Bandara Halim dibandingkan Bandara Soekarno Hatta because [LABELS_CHOICE],0,1
Orang itu meminum Tolak Angin because [LABELS_CHOICE],0,0
Ada kendaraan memutar audio digoreng dadakan because [LABELS_CHOICE],1,0
Orang itu membutuhkan KBBI because [LABELS_CHOICE],1,0
Buah itu disemuti oleh semut hitam because [LABELS_CHOICE],1,0
Orang itu berdagang secara online di Indonesia because [LABELS_CHOICE],0,1
Seorang kontestan Masterchef dimarahi because [LABELS_CHOICE],0,1
Langit jakarta sangat gelap because [LABELS_CHOICE],1,1
Mahasiswa itu ingin berhemat therefore [LABELS_CHOICE],0,1
Sekelompok orang tua ingin merayakan keberhasilan promosinya dengan makanan nuansa lokal therefore [LABELS_CHOICE],0,1
Seorang pemuda pergi ke Pasar Senen di Jakarta therefore [LABELS_CHOICE],1,0
Orang itu masuk angin therefore [LABELS_CHOICE],1,0
Pemuda itu punggungnya pegal therefore [LABELS_CHOICE],0,1
Seorang direktur utama di BUMN membuat postingan di grup WhatsApp therefore [LABELS_CHOICE],0,1
Orang Jakarta itu membeli tisu roll therefore [LABELS_CHOICE],1,1
Kelompok supporter itu mendukung Persija therefore [LABELS_CHOICE],0,1
Warga Indonesia itu bekerja di Indonesia therefore [LABELS_CHOICE],0,0
Anak itu ingin melihat jenis-jenis binatang therefore [LABELS_CHOICE],1,1
Pemuda itu suka lagu dangdut therefore [LABELS_CHOICE],0,0
Orang itu tidak boleh makanan dingin therefore [LABELS_CHOICE],1,0
"Di hari lebaran, laki-laki itu pergi ke puncak di Bogor therefore [LABELS_CHOICE]",0,0
Perempuan itu pergi ke Gramedia therefore [LABELS_CHOICE],0,0
Bapak-bapak membuat grup komunitas untuk chatting therefore [LABELS_CHOICE],1,1
Orang itu perlu memeluk sesuatu saat tidur therefore [LABELS_CHOICE],0,1
Orang itu mementingkan keselematan diri therefore [LABELS_CHOICE],0,0
Masakan itu berasal dari Jawa Tengah therefore [LABELS_CHOICE],0,1
Orang itu bepergian therefore [LABELS_CHOICE],1,0
Piring itu kotor therefore [LABELS_CHOICE],1,1
Anak itu memakan Nasi Padang because [LABELS_CHOICE],1,1
Pemerintah bagi-bagi sembako LPG ke orang miskin because [LABELS_CHOICE],0,1
Seorang pengemudi ojek online ingin menurunkan penumpang because [LABELS_CHOICE],1,1
Orang Muslim Indonesia merasa aman memakan suatu makanan di restoran because [LABELS_CHOICE],1,0
Orang itu tiba-tiba berkata 'mari pak' because [LABELS_CHOICE],0,0
Ibu itu memilih untuk tidak berbelanja bahan baku di Indomart because [LABELS_CHOICE],1,0
Orang itu pergi ke pijat refleksi because [LABELS_CHOICE],0,1
Orang Jakarta berbaju warna oren datang ke stadium gelora bung karno  because [LABELS_CHOICE],0,0
Transjakarta biayanya menjadi RP 1 because [LABELS_CHOICE],1,1
Paman ingin lebaran dan memilih pesawat Super Jet because [LABELS_CHOICE],0,0
Orang muslim tersebut ingin minum yang hangat-hangat therefore [LABELS_CHOICE],0,1
Anak itu dimarahi ibunya therefore [LABELS_CHOICE],0,1
Bapak Jokowi datang ke suatu pertemuan therefore [LABELS_CHOICE],1,1
Hari ini lebaran idul adha therefore [LABELS_CHOICE],0,1
Ibu itu ingin merayakan kelulusan dengan nuansa padang therefore [LABELS_CHOICE],0,0
Saat ini berlangsung jam Istirahat Kerja kantor therefore [LABELS_CHOICE],0,1
Anak itu mengisi acara Festival Seni Budaya Bandung therefore [LABELS_CHOICE],1,1
Pegawai PNS sedang beristirahat therefore [LABELS_CHOICE],1,1
Ayam itu berkokok therefore [LABELS_CHOICE],1,0
Orang itu butuh kehangatan di badan therefore [LABELS_CHOICE],1,1
Bos perusahaan itu kebakaran Jenggot because [LABELS_CHOICE],0,1
Anak itu melakukan apel pagi because [LABELS_CHOICE],1,1
Berita itu digoreng di media sosial because [LABELS_CHOICE],1,1
Orang itu masih hijau di dunia karir because [LABELS_CHOICE],1,1
Professor itu viral di Indonesia because [LABELS_CHOICE],0,0
Orang itu keras kepala therefore [LABELS_CHOICE],1,0
Anak itu sangat aneh gerak-geriknya therefore [LABELS_CHOICE],0,1
Kita berdua memilih untuk empat mata therefore [LABELS_CHOICE],0,1
Karyawan itu ingin mendapatkan promosi therefore [LABELS_CHOICE],1,0
Pria itu berhidung belang therefore [LABELS_CHOICE],0,1
Banyak orang segan membeli rumah tersebut because [LABELS_CHOICE],1,0
mereka berjanji untuk bertemu sebelum magrib because [LABELS_CHOICE],0,1
Dia membuat lontong because [LABELS_CHOICE],1,1
Di depan rumahnya terpasang bedera kuning because [LABELS_CHOICE],1,1
"Di depan gedung itu, terpasang janur kuning yang melengkung because [LABELS_CHOICE]",0,0
Dia nyeker di pasar because [LABELS_CHOICE],0,1
"Kemarin malam, ia baru selesai jaga lilin because [LABELS_CHOICE]",1,1
Nama belakangnya adalah Hutabarat because [LABELS_CHOICE],0,0
Wanita berhijab itu baru saja meninggal therefore [LABELS_CHOICE],1,0
laki-laki itu dikenal sebagai buaya darat because [LABELS_CHOICE],0,1
Dia dikenal sebagai orang yang ngaret because [LABELS_CHOICE],0,1
Wanita itu sedang datang bulan because [LABELS_CHOICE],0,0
Ia memakai masker because [LABELS_CHOICE],1,0
Ia berusaha menjadi orang yang tidak serakah because [LABELS_CHOICE],1,1
Namanya keluar di arisan therefore [LABELS_CHOICE],0,0
Banyak orang mulai flu saat ini because [LABELS_CHOICE],0,1
Mereka ingin bermain cangkulan therefore [LABELS_CHOICE],1,1
Petani mulai menanam padi because [LABELS_CHOICE],0,0
Ia mengikuti remedial because [LABELS_CHOICE],1,1
Polisi menutup jalan di kawasan tersebut because [LABELS_CHOICE],0,0
Mereka mencium bau melati di koridor sekolah sore itu therefore [LABELS_CHOICE],0,1
Dia merasa masuk angin therefore [LABELS_CHOICE],1,1
Lembaga pemerintah dipenuhi dengan tikus berdasi therefore [LABELS_CHOICE],0,0
sekelompok pria keluar gedung pada Jumat siang therefore [LABELS_CHOICE],0,0
Kristian hendak beribadah pada hari minggu therefore [LABELS_CHOICE],1,1
Ia tidak mau menjadi Malin Kundang therefore [LABELS_CHOICE],1,0
BMKG mengumumkan Merapi siaga 4 therefore [LABELS_CHOICE],0,1
Hari ini akan diadakan apel pagi therefore [LABELS_CHOICE],0,1
Rumah makan itu menyajikan makanan dengan air koborkan therefore [LABELS_CHOICE],1,1
Hari ini tanggal tujuh belas Agustus therefore [LABELS_CHOICE],1,0
Pasangan itu baru saja melahirkan seorang bayi therefore [LABELS_CHOICE],0,0
Ia pergi mudik ke kampung halaman therefore [LABELS_CHOICE],0,1
Ia pulang dengan penuh keringat therefore [LABELS_CHOICE],0,0
Terdapat banyak nilai merah di rapot nya therefore [LABELS_CHOICE],1,0
Mereka akan mendaftarkan pernikahannya therefore [LABELS_CHOICE],0,1
Ia pergi berlibur because [LABELS_CHOICE],0,1
Ia melihat polisi tidur therefore [LABELS_CHOICE],1,0
Kepala desa membuat jadwal siskamling therefore [LABELS_CHOICE],1,1
Adik tidak ingin nasinya menangis therefore [LABELS_CHOICE],0,1
Mereka merayakan lebaran therefore [LABELS_CHOICE],1,0
Ibu menyalakan keran dan selang because [LABELS_CHOICE],0,1
Mereka merayakan tahun baru dua jam lebih cepat dariku because [LABELS_CHOICE],0,1
Hari ini ia pergi ke sekolah menggunakan seragam berwarna coklat because [LABELS_CHOICE],0,1
Dia memakai seragam merah putih because [LABELS_CHOICE],1,0
Ia memesan taxi untuk pergi ke Soekarno-Hatta because [LABELS_CHOICE],0,0
Ia mengeluarkan uang kertas berwarna pink because [LABELS_CHOICE],0,0
Ayah membeli bidet baru because [LABELS_CHOICE],0,0
Mereka membeli kelereng because [LABELS_CHOICE],0,0
Mereka membeli karet gelang because [LABELS_CHOICE],0,0
Ia akan membuat sate bakar because [LABELS_CHOICE],0,1
Ia berfoto di depan monumen hiu dan buaya because [LABELS_CHOICE],0,0
Dia ingin makan manis because [LABELS_CHOICE],0,0
Dia ingin makan babi panggang because [LABELS_CHOICE],1,0
Banyak mobil dengan plat B memenuhi jalanan Bogor because [LABELS_CHOICE],1,1
Ia pergi menggunakan kendaraan beroda tiga because [LABELS_CHOICE],0,1
Ia membeli tempe because [LABELS_CHOICE],0,0
