Input,Pred,Gold
"Orang itu menangis kepedasan. This happened because...
Help me pick the more plausible option: - choice1: Ia makan ayam penyet., choice2: Ia makan ayam kremes.

[LABELS_CHOICE]",0,0
"Listrik di rumahnya padam. This happened because...
Help me pick the more plausible option: - choice1: Ia lupa mengisi ulang token PLN., choice2: Ia lupa mengisi ulang token PAM.

[LABELS_CHOICE]",0,0
"Ia kehabisan tinta kuning. This happened because...
Help me pick the more plausible option: - choice1: Ia mencetak 1000 selebaran promosi PDIP., choice2: Ia mencetak 1000 selebaran promosi Golkar.

[LABELS_CHOICE]",0,1
"Anak kecil itu menjerit ketakutan. This happened because...
Help me pick the more plausible option: - choice1: Ia melihat onde-onde., choice2: Ia melihat ondel-ondel.

[LABELS_CHOICE]",0,1
"Bapak itu merantau ke Jakarta. This happened because...
Help me pick the more plausible option: - choice1: Ia ingin jalan-jalan., choice2: Ia ingin mencari penghidupan yang lebih baik.

[LABELS_CHOICE]",1,1
"Pemuda itu dilarikan ke rumah sakit. This happened because...
Help me pick the more plausible option: - choice1: Ia minum bir oplosan., choice2: Ia minum bir pletok.

[LABELS_CHOICE]",0,0
"Ia masuk ke Indomaret. This happened because...
Help me pick the more plausible option: - choice1: Ia kelelahan di luar dan ingin cari tempat duduk., choice2: Ia kepanasan di luar dan ingin mendinginkan diri.

[LABELS_CHOICE]",0,1
"Ibu pergi ke Pasar Minggu. This happened because...
Help me pick the more plausible option: - choice1: Ibu ingin belanja., choice2: Hari ini hari minggu.

[LABELS_CHOICE]",0,0
"Ia merasa gelisah. This happened because...
Help me pick the more plausible option: - choice1: Orang di sebelahnya terlalu banyak makan jengkol., choice2: Orang di sebelahnya hobi makan tempe orek.

[LABELS_CHOICE]",0,0
"Ibu beli beras ketan. This happened because...
Help me pick the more plausible option: - choice1: Ibu mau masak kue lumpur., choice2: Ibu mau masak kue lemper.

[LABELS_CHOICE]",0,1
"Perempuan itu pergi ke Gambir. This happened because...
Help me pick the more plausible option: - choice1: Ia ingin makan siang., choice2: Ia ingin pergi ke luar kota.

[LABELS_CHOICE]",1,1
"Wanita itu pergi ke Puncak. This happened because...
Help me pick the more plausible option: - choice1: Wanita itu butuh istirahat., choice2: Wanita itu sudah bekerja di perusahaannya selama 10 tahun.

[LABELS_CHOICE]",1,0
"Bapak itu senang sekali. This happened because...
Help me pick the more plausible option: - choice1: Ada lemper di kotak makanannya., choice2: Ada lipan di kotak makanannya.

[LABELS_CHOICE]",1,0
"Ia rajin angkat beban. This happened because...
Help me pick the more plausible option: - choice1: Ia ingin terlihat seperti Ade Rai., choice2: Ia ingin terlihat seperti Syahrini.

[LABELS_CHOICE]",0,0
"Ia pergi ke Soekarno Hatta. This happened because...
Help me pick the more plausible option: - choice1: Ia ada keperluan di Bandung., choice2: Ia ada keperluan di Makassar.

[LABELS_CHOICE]",0,1
"Anak itu ketakutan. This happened because...
Help me pick the more plausible option: - choice1: Ia mimpi melihat polri., choice2: Ia mimpi melihat pocong.

[LABELS_CHOICE]",0,1
"Anak itu menjerit histeris. This happened because...
Help me pick the more plausible option: - choice1: Ia naik kora-kora., choice2: Ia naik odong-odong.

[LABELS_CHOICE]",0,0
"Ia berurusan dengan polisi. This happened because...
Help me pick the more plausible option: - choice1: Ia lupa bawa KK saat berkendara., choice2: Ia lupa bawa STNK saat berkendara.

[LABELS_CHOICE]",0,1
"Pria itu memperbaharui KK miliknya. This happened because...
Help me pick the more plausible option: - choice1: Ia baru saja lulus kuliah., choice2: Ia baru saja menikah.

[LABELS_CHOICE]",0,1
"Dokternya menyarankannya untuk mengurangi konsumsi karbohidrat. As a consequence...
Help me pick the more plausible option: - choice1: Ia berhenti makan lontong sayur., choice2: Ia berhenti makan rujak buah.

[LABELS_CHOICE]",0,0
"Ia ingin pergi jalan-jalan ke Ancol. As a consequence...
Help me pick the more plausible option: - choice1: Ia mengenakan jaket tebal., choice2: Ia mengenakan sunscreen.

[LABELS_CHOICE]",0,1
"Ia ingin mencari buku bacaan baru. As a consequence...
Help me pick the more plausible option: - choice1: Ia pergi ke Barnes Noble., choice2: Ia pergi ke Gunung Agung.

[LABELS_CHOICE]",0,1
"Orang itu sangat mengidolakan Gatot Kaca. As a consequence...
Help me pick the more plausible option: - choice1: Ia jadi rajin pergi ke salon., choice2: Ia jadi rajin berolahraga.

[LABELS_CHOICE]",1,1
"Ia diminta membuat laporan tentang pahlawan nasional. As a consequence...
Help me pick the more plausible option: - choice1: Ia menulis tentang Diponegoro., choice2: Ia menulis tentang Martin Luther King Jr.

[LABELS_CHOICE]",1,0
"Saya tidak sengaja menumpahkan kuah gulai. As a consequence...
Help me pick the more plausible option: - choice1: Bajunya menjadi hijau., choice2: Bajunya menjadi kuning.

[LABELS_CHOICE]",1,1
"Hari ini adalah hari libur Idul Fitri. As a consequence...
Help me pick the more plausible option: - choice1: Orang-orang pergi mudik., choice2: Orang-orang beritikaf di masjid.

[LABELS_CHOICE]",0,0
"Diadakan acara keroncong di kampung. As a consequence...
Help me pick the more plausible option: - choice1: Banyak warga kelaparan., choice2: Banyak warga terhibur.

[LABELS_CHOICE]",0,1
"Kakakku mengidolakan Joko Anwar. As a consequence...
Help me pick the more plausible option: - choice1: Kakakku ingin masuk dunia politik., choice2: Kakakku ingin berkarya di dunia film.

[LABELS_CHOICE]",0,1
"Kakakku mengidolakan Joko Widodo. As a consequence...
Help me pick the more plausible option: - choice1: Kakakku ingin masuk dunia politik., choice2: Kakakku ingin berkarya di dunia film.

[LABELS_CHOICE]",0,0
"Siswa SMA itu ingin sekali melanjutkan pendidikan di ITB. As a consequence...
Help me pick the more plausible option: - choice1: Siswa itu belajar IELTS., choice2: Siswa itu mengikuti bimbel.

[LABELS_CHOICE]",0,1
"Bapak terlalu banyak mengonsumsi Gudang Garam. As a consequence...
Help me pick the more plausible option: - choice1: Bapak sakit paru-paru., choice2: Bapak darah tinggi.

[LABELS_CHOICE]",0,0
"Sekumpulan anak melompat-lompat di TransJakarta. As a consequence...
Help me pick the more plausible option: - choice1: Mereka ditegur penumpang lainnya., choice2: Banyak anak lainnya yang jadi ikut melompat-lompat.

[LABELS_CHOICE]",1,0
"Sekumpulan anak melompat-lompat di Trans Studio. As a consequence...
Help me pick the more plausible option: - choice1: Mereka ditegur penumpang lainnya., choice2: Banyak anak lainnya yang jadi ikut melompat-lompat.

[LABELS_CHOICE]",1,1
"Ia makan es teler setiap hari. As a consequence...
Help me pick the more plausible option: - choice1: Ia diabetes., choice2: Ia mabuk.

[LABELS_CHOICE]",1,0
"Aplikasi QRIS-nya rusak. As a consequence...
Help me pick the more plausible option: - choice1: Ia panggil tukang servis., choice2: Ia akhirnya pakai kartu debit.

[LABELS_CHOICE]",1,1
"Ia ingin mendapatkan kursi DPR. As a consequence...
Help me pick the more plausible option: - choice1: Ia melakukan kampanye besar-besaran., choice2: Ia beli kursi di toko furnitur.

[LABELS_CHOICE]",0,0
"Pemudi itu ingin sekali makan nasi padang. As a consequence...
Help me pick the more plausible option: - choice1: Ia pesan tiket pesawat ke Padang., choice2: Ia pesan melalui aplikasi.

[LABELS_CHOICE]",1,1
"Anak itu berjalan kaki mengelilingi Taman Mini. As a consequence...
Help me pick the more plausible option: - choice1: Ia tidak lelah., choice2: Ia sangat kelelahan.

[LABELS_CHOICE]",0,1
"Ia ganteng. As a consequence...
Help me pick the more plausible option: - choice1: Ia melamar pekerjaan di Tanah Abang., choice2: Ia mengajukan diri sebagai Abang Jakarta.

[LABELS_CHOICE]",0,1
"Polisi mengamankan stadion. This happened because...
Help me pick the more plausible option: - choice1: Ada perseteruan Persija dan Persebaya., choice2: Ada perseteruan NU dan Muhammadiyah.

[LABELS_CHOICE]",0,0
"Mereka sekeluarga sehari-hari makan raskin. This happened because...
Help me pick the more plausible option: - choice1: Bapaknya seorang pemulung., choice2: Bapaknya direktur Telkomsel.

[LABELS_CHOICE]",0,0
"Rambut gadis itu seperti mak lampir. This happened because...
Help me pick the more plausible option: - choice1: Ia jarang mandi., choice2: Ia sering creambath.

[LABELS_CHOICE]",0,0
"Laporan BMKG membuat warga panik. This happened because...
Help me pick the more plausible option: - choice1: Akan terjadi inflasi., choice2: Akan terjadi badai.

[LABELS_CHOICE]",1,1
"Ia senang tinggal di Kebon Jeruk. This happened because...
Help me pick the more plausible option: - choice1: Akses ke kantornya mudah., choice2: Ia bisa makan jeruk setiap hari.

[LABELS_CHOICE]",0,0
"Ia tidak suka tinggal di Kelapa Gading. This happened because...
Help me pick the more plausible option: - choice1: Kelapa membuatnya mual., choice2: Jalanan macet.

[LABELS_CHOICE]",1,1
"Mahasiswa sedang mengumpulkan dana untuk kegiatan mahasiswa. This happened because...
Help me pick the more plausible option: - choice1: Mereka terlihat sedang berjualan piscok., choice2: Mereka terlihat sedang berjualan handphone.

[LABELS_CHOICE]",1,0
"Tiba-tiba bapak didatangi rentenir. This happened because...
Help me pick the more plausible option: - choice1: Foto KTP-nya bocor., choice2: Foto ijazahnya bocor.

[LABELS_CHOICE]",0,0
"Dia dibawa ke rumah sakit. This happened because...
Help me pick the more plausible option: - choice1: Dia tidak sengaja menelan biji salak., choice2: Dia tidak sengaja menelan biji pepaya.

[LABELS_CHOICE]",0,0
"Ia dirujak teman-temannya. This happened because...
Help me pick the more plausible option: - choice1: Ia suka buah-buahan., choice2: Ia beropini yang kontroversial.

[LABELS_CHOICE]",0,1
"Anak itu diterima masuk UI. As a consequence...
Help me pick the more plausible option: - choice1: Sekeluarga makan nasi uduk., choice2: Sekeluarga makan nasi kuning.

[LABELS_CHOICE]",1,1
"Ibu belanja di pasar. As a consequence...
Help me pick the more plausible option: - choice1: Ia membayar dengan ApplePay., choice2: Ia membayar dengan uang kertas.

[LABELS_CHOICE]",0,1
"Anak itu ingin merantau. As a consequence...
Help me pick the more plausible option: - choice1: Ibunya membekalinya rendang., choice2: Ibunya membekalinya kerupuk.

[LABELS_CHOICE]",0,0
"Kelakuannya seperti dajjal. As a consequence...
Help me pick the more plausible option: - choice1: Dia banyak dimusuhi orang., choice2: Dia banyak teman.

[LABELS_CHOICE]",0,0
"Orang itu mengalami kecelakaan mobil. As a consequence...
Help me pick the more plausible option: - choice1: Ia dilarikan ke UGD., choice2: Ia dilarikan ke puskesmas.

[LABELS_CHOICE]",1,0
"Ibu menyampurkan gula, garam, dan jeruk di masakannya. As a consequence...
Help me pick the more plausible option: - choice1: Rasa makanannya nano-nano., choice2: Rasa makanannya kopiko.

[LABELS_CHOICE]",0,0
"Aku sedang berhemat. As a consequence...
Help me pick the more plausible option: - choice1: Aku naik Damri., choice2: Aku naik Blue Bird.

[LABELS_CHOICE]",0,0
"Saya terlambat masuk kantor. As a consequence...
Help me pick the more plausible option: - choice1: Saya segera naik angkot., choice2: Saya segera pesan Gojek.

[LABELS_CHOICE]",0,1
"Ia suka berjemur. As a consequence...
Help me pick the more plausible option: - choice1: Ia cukup sering main ke Lombok., choice2: Ia cukup sering main ke Lembang.

[LABELS_CHOICE]",0,0
"Ada pesta makan rengginang. As a consequence...
Help me pick the more plausible option: - choice1: Banyak remah-remah di lantai., choice2: Mereka ditangkap aparat.

[LABELS_CHOICE]",0,0
"Ia dikenal sebagai kembang desa. This happened because...
Help me pick the more plausible option: - choice1: Parasnya begitu cantik., choice2: Ia banyak menanam kembang di sekitar rumahnya.

[LABELS_CHOICE]",1,0
"Air seninya bening. This happened because...
Help me pick the more plausible option: - choice1: Ia terlalu banyak minum air., choice2: Cat warnanya habis.

[LABELS_CHOICE]",0,0
"Dirinya dijuluki bermuka badak. This happened because...
Help me pick the more plausible option: - choice1: Dia selalu tampil di depan kelas., choice2: Dia suka pakai topeng badak.

[LABELS_CHOICE]",1,0
"Rumahnya dimakan si jago merah. This happened because...
Help me pick the more plausible option: - choice1: Pemilik rumah lupa mematikan kompor., choice2: Si jago merah kelaparan.

[LABELS_CHOICE]",1,0
"Jalanan macet. This happened because...
Help me pick the more plausible option: - choice1: Mahasiswa sedang demo praktikum., choice2: Mahasiswa sedang demo.

[LABELS_CHOICE]",0,1
"Ia mengadu domba tetangganya. As a consequence...
Help me pick the more plausible option: - choice1: Tetangganya jadi bertengkar., choice2: Domba tetangganya terluka.

[LABELS_CHOICE]",1,0
"Anak itu ingin sekali menuntut ilmu di negeri sakura. As a consequence...
Help me pick the more plausible option: - choice1: Ia pergi ke pengadilan Tokyo., choice2: Ia belajar bahasa Jepang.

[LABELS_CHOICE]",0,1
"Ia selalu jadi mahasiswi kupu-kupu. As a consequence...
Help me pick the more plausible option: - choice1: Ia jadi cantik., choice2: Ia kurang pengalaman.

[LABELS_CHOICE]",0,1
"Ia selalu jadi mahasiswa kura-kura. As a consequence...
Help me pick the more plausible option: - choice1: Ia kurang tidur., choice2: Jalannya lambat.

[LABELS_CHOICE]",0,0
"Orang itu sudah bau tanah. As a consequence...
Help me pick the more plausible option: - choice1: Orang itu hobi kamping., choice2: Orang itu sering sakit.

[LABELS_CHOICE]",1,1
"Gadis itu berjalan melewati tukang bakso, tiba-tiba tukang baksonya senyum. This happened because...
Help me pick the more plausible option: - choice1: Tukang baksonya sedang kesal dengan gadis tersebut., choice2: Tukang baksonya sedang menyapa gadis tersebut.

[LABELS_CHOICE]",0,1
"Mertua mendapatkan menantu idaman. This happened because...
Help me pick the more plausible option: - choice1: Menantunya kerja jadi freelancer., choice2: Menantunya kerja jadi PNS.

[LABELS_CHOICE]",0,1
"Di malam hari jalanan sangat ramai. This happened because...
Help me pick the more plausible option: - choice1: Hari ini hari sabtu., choice2: Hari ini hari jumat.

[LABELS_CHOICE]",0,0
"Anak muda itu pakai baju seragam SMA yang sudah dicoret-coret. This happened because...
Help me pick the more plausible option: - choice1: Anak muda itu baru lulus sekolah., choice2: Anak muda itu baru diterima di sekolahnya.

[LABELS_CHOICE]",0,0
"Hari minggu pagi warga kompleks berkumpul bersama. This happened because...
Help me pick the more plausible option: - choice1: Warga kompleks akan nonton pertandingan bola., choice2: Warga kompleks akan kerja bakti.

[LABELS_CHOICE]",1,1
"Murid itu bisa membangun tenda. This happened because...
Help me pick the more plausible option: - choice1: Murid itu ikut OSIS., choice2: Murid itu ikut Pramuka.

[LABELS_CHOICE]",0,1
"Penonton berjoget bersama di lapangan. This happened because...
Help me pick the more plausible option: - choice1: Penonton sedang menonton konser dangdut., choice2: Penonton sedang menonton konser metal.

[LABELS_CHOICE]",1,0
"Malam ini orang-orang membakar jagung, sosis, dan ikan. This happened because...
Help me pick the more plausible option: - choice1: Besok tanggal 1 Januari., choice2: Besok tanggal 17 Agustus.

[LABELS_CHOICE]",0,0
"Paman sedang sarungan, kokoan, dan pecian. This happened because...
Help me pick the more plausible option: - choice1: Paman mau ke masjid., choice2: Paman mau pergi memancing.

[LABELS_CHOICE]",0,0
"Malin kundang jadi batu. This happened because...
Help me pick the more plausible option: - choice1: Malin kundang mencuri pusaka kerajaan., choice2: Malin kundang durhaka ke ibunya.

[LABELS_CHOICE]",1,1
"Bawang putih disiksa ibunya. This happened because...
Help me pick the more plausible option: - choice1: Bawang putih hanyalah anak tiri., choice2: Bawang putih durhaka ke ibunya.

[LABELS_CHOICE]",1,0
"Saat lebaran, suasana kota Jakarta sangat sepi. This happened because...
Help me pick the more plausible option: - choice1: Masyarakat sedang nyepi., choice2: Masyarakatnya sedang pulang kampung.

[LABELS_CHOICE]",0,1
"Laki-laki bugis perlu menabung uang banyak sebelum menikah. This happened because...
Help me pick the more plausible option: - choice1: Mahar yang diberikan ke keluarga pasangan mahal., choice2: Uangnya untuk disedekahkan ke yang membutuhkan.

[LABELS_CHOICE]",1,0
"Lantai rumah jarang berdebu. This happened because...
Help me pick the more plausible option: - choice1: Pengunjung lepas sepatu sebelum masuk rumah., choice2: Rumah sering ditinggal pemilik.

[LABELS_CHOICE]",0,0
"Sepupuku pakai jaket di siang hari. This happened because...
Help me pick the more plausible option: - choice1: Sepupuku sedang sakit flu., choice2: Sepupuku takut kulitnya menghitam.

[LABELS_CHOICE]",0,1
"Saya makan lalapan pakai tangan. This happened because...
Help me pick the more plausible option: - choice1: Lebih mudah mengambil lalapannya., choice2: Sebagai bentuk rasa syukur ke Tuhan.

[LABELS_CHOICE]",0,0
"Kakak sedang membuat sambal terasi. This happened because...
Help me pick the more plausible option: - choice1: Kakak membuat sambalnya dengan diulek., choice2: Kakak membiarkan sambal dan bahan lainnya secara mentah.

[LABELS_CHOICE]",0,0
"Pelajar jogja dilarang keluar rumah diatas jam 10 malam. This happened because...
Help me pick the more plausible option: - choice1: Di jogja sering terjadi gempa bumi., choice2: Fenomena klitih sedang marak.

[LABELS_CHOICE]",0,1
"Aku tidak diperbolehkan menonton pertandingan Persib melawan Persija oleh ibu. This happened because...
Help me pick the more plausible option: - choice1: Kemungkinan pertandingan menjadi tidak seru., choice2: Kemungkinan akan terjadi kerusuhan.

[LABELS_CHOICE]",0,1
"Papa mendapat gaji tambahan di hari raya. This happened because...
Help me pick the more plausible option: - choice1: Gaji tersebut adalah uang pensiun., choice2: Gaji tersebut adalah THR.

[LABELS_CHOICE]",1,1
"Tahun ini, ujian sekolah pakai LJK. As a consequence...
Help me pick the more plausible option: - choice1: Murid harus menggunakan pensil., choice2: Murid harus menggunakan pulpen.

[LABELS_CHOICE]",1,0
"Tiap awal bulan, ibu pergi ke warung. As a consequence...
Help me pick the more plausible option: - choice1: Ibu mengisi token listrik dirumah., choice2: Ibu ikut minum kopi di warung.

[LABELS_CHOICE]",0,0
"Orang itu suka bersantai pakai kaos dalam dan sarung. As a consequence...
Help me pick the more plausible option: - choice1: Dia dijuluki seperti anak muda., choice2: Dia dijuluki seperti bapak-bapak.

[LABELS_CHOICE]",0,1
"Punggung pakde sedang dikerok. As a consequence...
Help me pick the more plausible option: - choice1: Badan pakde tidak perih lagi., choice2: Badan pakde tidak masuk angin lagi.

[LABELS_CHOICE]",1,1
"Bendahara kelas hari ini ulang tahun. As a consequence...
Help me pick the more plausible option: - choice1: Bendahara kelas dilempar garam oleh temannya., choice2: Bendahara kelas dilempar tepung oleh temannya.

[LABELS_CHOICE]",0,1
"Kami menghormati pengorbanan para pahlawan. As a consequence...
Help me pick the more plausible option: - choice1: Kami mengikuti upacara setiap senin., choice2: Kami mengikuti aktivitas kemah setiap minggu.

[LABELS_CHOICE]",0,0
"Hari ini hari raya nyepi di Bali. As a consequence...
Help me pick the more plausible option: - choice1: Jalanan di Bali sepi., choice2: Jalanan di Bali ramai.

[LABELS_CHOICE]",0,0
"Bibi lagi liburan ke Lombok. As a consequence...
Help me pick the more plausible option: - choice1: Bibi mampir ke pantai., choice2: Bibi mampir ke tempat ski.

[LABELS_CHOICE]",0,0
"Teman saya tinggal di sekitaran SCBD. As a consequence...
Help me pick the more plausible option: - choice1: Dia punya biaya hidup murah., choice2: Dia punya biaya hidup mahal.

[LABELS_CHOICE]",0,1
"Kakak menjaga kebersihan tubuh. As a consequence...
Help me pick the more plausible option: - choice1: Kakak mandi dua hari sekali., choice2: Kakak mandi dua kali sehari.

[LABELS_CHOICE]",0,1
"Aku mendadak lapar saat malam hari. As a consequence...
Help me pick the more plausible option: - choice1: Aku beli nasi goreng., choice2: Aku beli nasi uduk.

[LABELS_CHOICE]",0,0
"Adik menyapu lantai tidak bersih. As a consequence...
Help me pick the more plausible option: - choice1: Ibu yang percaya mitos berkata ""Nanti suami kamu gembul, lho""., choice2: Ibu yang percaya mitos berkata, ""Nanti suami kamu brewokan, lho"".

[LABELS_CHOICE]",1,1
"Keluarga Pak Kades selesai makan di restoran. As a consequence...
Help me pick the more plausible option: - choice1: Pak Kades memberikan uang tips ke pelayan., choice2: Keluarga Pak Kades kembali pulang ke rumah.

[LABELS_CHOICE]",0,1
"Dosenku membeli nasi padang untuk dibawa pulang. As a consequence...
Help me pick the more plausible option: - choice1: Dosenku tidak mendapat daging di nasi padangnya., choice2: Nasi yang didapat lebih banyak.

[LABELS_CHOICE]",0,1
"Hari ini hari raya kartini. As a consequence...
Help me pick the more plausible option: - choice1: Anak sekolah cewek pakai baju kebaya., choice2: Anak sekolah cewek diliburkan.

[LABELS_CHOICE]",1,0
