Input,Pred,Gold
"Suppose Madonna fired her trainer because she slept with her boyfriend.. Can we infer that Madonna slept with her boyfriend.?
[LABELS_CHOICE]",1,0
"Suppose If the con artist has succeeded in fooling Sam, he would have gotten a lot of money.. Can we infer that Sam would have gotten a lot of money.?
[LABELS_CHOICE]",1,0
"Suppose The lawyer asked the witness a question, but he was reluctant to repeat it.. Can we infer that The lawyer was reluctant to repeat it.?
[LABELS_CHOICE]",1,1
"Suppose Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.. Can we infer that We should make fewer of the oatmeal cookies.?
[LABELS_CHOICE]",1,0
"Suppose Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.. Can we infer that Carl was very ill.?
[LABELS_CHOICE]",1,0
"Suppose Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.. Can we infer that He no longer requires Chester's financial support.?
[LABELS_CHOICE]",1,0
"Suppose Tatyana knew that Grandma always enjoyed serving an abundance of food to her guests. Now Tatyana watched as Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled her to the table, lifting her shawl from her shoulders, seating her in the place of honor, and saying simply: ""There's plenty."". Can we infer that Grandma gathered Tatyana's small mother into a wide, scrawny embrace and then propelled Tatyana to the table.?
[LABELS_CHOICE]",1,0
"Suppose Ann asked Mary what time the library closes, because she had forgotten.. Can we infer that Mary had forgotten.?
[LABELS_CHOICE]",1,0
"Suppose George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.. Can we infer that Eric was particularly eager to see it.?
[LABELS_CHOICE]",0,0
"Suppose The delivery truck zoomed by the school bus because it was going so slow.. Can we infer that The school bus was going so slow.?
[LABELS_CHOICE]",1,1
"Suppose Jane gave Joan candy because she was hungry.. Can we infer that Jane was hungry.?
[LABELS_CHOICE]",1,0
"Suppose Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.. Can we infer that Mark ran to look out the window.?
[LABELS_CHOICE]",1,1
"Suppose Although they ran at about the same speed, Sue beat Sally because she had such a good start.. Can we infer that Sally had such a good start.?
[LABELS_CHOICE]",1,0
"Suppose Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.. Can we infer that Fred is a remarkable man.?
[LABELS_CHOICE]",1,1
"Suppose Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.. Can we infer that Larry could not help him now.?
[LABELS_CHOICE]",1,1
"Suppose George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.. Can we infer that Eric was particularly eager to see it.?
[LABELS_CHOICE]",1,1
"Suppose They broadcast an announcement, but a subway came into the station and I couldn't hear over it.. Can we infer that I couldn't hear the subway.?
[LABELS_CHOICE]",0,1
"Suppose Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.. Can we infer that Later, he and Tatyana would shell them and cook them for the beans' Sunday dinners.?
[LABELS_CHOICE]",1,0
"Suppose Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.. Can we infer that Sally stopped and apologized.?
[LABELS_CHOICE]",1,1
"Suppose There is a pillar between me and the stage, and I can't see it.. Can we infer that I can't see around the stage.?
[LABELS_CHOICE]",1,1
"Suppose The older students were bullying the younger ones, so we rescued them.. Can we infer that We rescued the older students.?
[LABELS_CHOICE]",0,0
"Suppose I'm sure that my map will show this building; it is very famous.. Can we infer that The building is very famous.?
[LABELS_CHOICE]",1,1
"Suppose I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.. Can we infer that The lemons came out looking more like telephone poles.?
[LABELS_CHOICE]",1,0
"Suppose Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.. Can we infer that He could not help Larry now.?
[LABELS_CHOICE]",1,0
"Suppose Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.. Can we infer that Bernard was less than 21 when he filed for a homestead claim.?
[LABELS_CHOICE]",1,1
"Suppose The drain is clogged with hair. It has to be cleaned.. Can we infer that The drain has to be cleaned.?
[LABELS_CHOICE]",1,1
"Suppose The drain is clogged with hair. It has to be removed.. Can we infer that The drain has to be removed.?
[LABELS_CHOICE]",1,0
"Suppose Emma did not pass the ball to Janie although she was open.. Can we infer that She saw that Emma was open.?
[LABELS_CHOICE]",0,0
"Suppose John was doing research in the library when he heard a man humming and whistling. He was very annoying.. Can we infer that John was very annoying.?
[LABELS_CHOICE]",1,0
"Suppose The city councilmen refused the demonstrators a permit because they advocated violence.. Can we infer that The demonstrators advocated violence.?
[LABELS_CHOICE]",1,1
"Suppose I couldn't put the pot on the shelf because it was too high.. Can we infer that The pot was too high.?
[LABELS_CHOICE]",1,0
"Suppose The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.. Can we infer that The police were trying to run the drug trade in the neighborhood.?
[LABELS_CHOICE]",1,0
"Suppose The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.. Can we infer that The mouse was too cautious.?
[LABELS_CHOICE]",1,1
"Suppose Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.. Can we infer that The sheep ended up looking more like golfers.?
[LABELS_CHOICE]",1,0
"Suppose Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.. Can we infer that He opened his eyes when the wind stopped.?
[LABELS_CHOICE]",1,1
"Suppose When they had eventually calmed down a bit, and had gotten home, Mr. Farley put the magic pebble in an iron safe. Some day they might want to use it , but really for now, what more could they wish for?. Can we infer that Some day they might want to use the safe.?
[LABELS_CHOICE]",1,0
"Suppose The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.. Can we infer that The cat was too cautious.?
[LABELS_CHOICE]",1,0
"Suppose By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.. Can we infer that How very small and straight and rigid her mother lay in the bunk below!?
[LABELS_CHOICE]",1,1
"Suppose Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.. Can we infer that He changed his mind and turned the dishwasher off.?
[LABELS_CHOICE]",0,0
"Suppose Sam's drawing was hung just above Tina's and it did look much better with another one below it.. Can we infer that Tina's drawing did look much better with another one below it.?
[LABELS_CHOICE]",1,0
"Suppose Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.. Can we infer that He couldn't afford the things.?
[LABELS_CHOICE]",1,1
"Suppose Sam took French classes from Adam, because he was known to speak it fluently.. Can we infer that Sam was known to speak it fluently.?
[LABELS_CHOICE]",1,0
"Suppose The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.. Can we infer that The journalists were very persistent, so the interview lasted for a long time.?
[LABELS_CHOICE]",1,1
"Suppose They broadcast an announcement, but a subway came into the station and I couldn't hear it.. Can we infer that I couldn't hear the subway.?
[LABELS_CHOICE]",1,0
"Suppose Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.. Can we infer that coats were not enough for the cold in Alaska.?
[LABELS_CHOICE]",1,1
"Suppose The father carried the sleeping boy in his arms.. Can we infer that The father carried the sleeping boy in the father's arms.?
[LABELS_CHOICE]",1,1
"Suppose Madonna fired her trainer because she slept with her boyfriend.. Can we infer that She slept with the trainer's boyfriend.?
[LABELS_CHOICE]",1,0
"Suppose Papa looked down at the children's faces, so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.. Can we infer that He couldn't afford the children.?
[LABELS_CHOICE]",0,0
"Suppose If the con artist has succeeded in fooling Sam, he would have gotten a lot of money.. Can we infer that The con artist would have gotten a lot of money.?
[LABELS_CHOICE]",0,1
"Suppose Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction on his own account was just another proof of his innate idiocy.. Can we infer that Any direction on his own account was just another proof of David's innate idiocy.?
[LABELS_CHOICE]",0,1
"Suppose This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.. Can we infer that This afternoon the wind knocked The sand castle down.?
[LABELS_CHOICE]",0,0
"Suppose In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.. Can we infer that Now I have to get The roof repaired.?
[LABELS_CHOICE]",1,1
"Suppose I poured water from the bottle into the cup until it was empty.. Can we infer that The bottle was empty.?
[LABELS_CHOICE]",1,1
"Suppose Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.. Can we infer that Since Alice always wears a red turban, Alice spotted her quickly.?
[LABELS_CHOICE]",1,0
"Suppose The dog chased the cat, which ran up a tree. It waited at the top.. Can we infer that The cat waited at the top.?
[LABELS_CHOICE]",1,1
"Suppose It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.. Can we infer that The spot under the tree was hot.?
[LABELS_CHOICE]",1,0
"Suppose George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.. Can we infer that Eric was not particularly eager to see it.?
[LABELS_CHOICE]",1,0
