Input,Pred,Gold
"Given the following question: What is a ligand on the cell surface that is upregulated after helper T cell activation?. Does the sentence: In addition, helper T cell activation causes an upregulation of molecules expressed on the T cell's surface, such as CD40 ligand (also called CD154), which provide extra stimulatory signals typically required to activate antibody-producing B cells. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: When did Warsaw become the center of the Congress Poland?. Does the sentence: Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by the Kingdom of Prussia to become the capital of the province of South Prussia. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Which country does the Rhine encounter it's main tributaries?. Does the sentence: It is here that the Rhine encounters some more of its main tributaries, such as the Neckar, the Main and, later, the Moselle, which contributes an average discharge of more than 300 m3/s (11,000 cu ft/s). answer it?
[LABELS_CHOICE]",0,1
"Given the following question: If two thirds of the Rhine flows through Waal, where does the other third flow through?. Does the sentence: The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What paved the way for the Augsburg Confession?. Does the sentence: Despite the disagreements on the Eucharist, the Marburg Colloquy paved the way for the signing in 1530 of the Augsburg Confession, and for the formation of the Schmalkaldic League the following year by leading Protestant nobles such as John of Saxony, Philip of Hesse, and George, Margrave of Brandenburg-Ansbach. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What signer of the Articles of Confederation was descended from Huguenots?. Does the sentence: Paul Revere was descended from Huguenot refugees, as was Henry Laurens, who signed the Articles of Confederation for South Carolina; Jack Jouett, who made the ride from Cuckoo Tavern to warn Thomas Jefferson and others that Tarleton and his men were on their way to arrest him for crimes against the king; Francis Marion, and a number of other leaders of the American Revolution and later statesmen. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What language did Tesla study while in school?. Does the sentence: Tesla was the fourth of five children. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: In what year did the university first see a drop in applications?. Does the sentence: In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What causes the symptoms of inflammation?. Does the sentence: The symptoms of inflammation are redness, swelling, heat, and pain, which are caused by increased blood flow into tissue. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: In which case did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students?. Does the sentence: In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What type of flower is sought on Midsummer's Eve?. Does the sentence: Each Midsummer’s Eve, apart from the official floating of wreaths, jumping over fires, looking for the fern flower, there are musical performances, dignitaries' speeches, fairs and fireworks by the river bank. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What are those from Jacksonville sometimes called?. Does the sentence: People from Jacksonville may be called ""Jacksonvillians"" or ""Jaxsons"" (also spelled ""Jaxons""). answer it?
[LABELS_CHOICE]",0,0
"Given the following question: When was amnesty granted to those responsible for the massacre?. Does the sentence: The exact number of fatalities throughout the country is not known. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: A function problem is an example of what?. Does the sentence: Notable examples include the traveling salesman problem and the integer factorization problem. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: In what year did Tesla's family move to Gospic?. Does the sentence: Tesla was the fourth of five children. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What did Carolina face in the opening drive that they had not faced the entire postseason?. Does the sentence: A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who was the mayor of San Francisco during Super Bowl 50?. Does the sentence: San Francisco mayor Ed Lee said of the highly visible homeless presence in this area ""they are going to have to leave"". answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What day of the week did Shark Tank debut on?. Does the sentence: Shark Tank (based on the Dragon's Den reality format) also became a midseason sleeper hit on Sundays in the spring of 2010; the following season, it became the tentpole of the network's Friday night schedule, gradually helping make ABC a strong competitor (after being paired with 20/20 and beginning with the 2012–13 season, the Tim Allen sitcom Last Man Standing) against CBS' long-dominant drama/reality lineup on that night for the first time since the ""TGIF"" lineup ended in 2000. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: How much of Jacksonville is made up of water?. Does the sentence: According to the United States Census Bureau, the city has a total area of 874.3 square miles (2,264 km2), making Jacksonville the largest city in land area in the contiguous United States; of this, 86.66% (757.7 sq mi or 1,962 km2) is land and ; 13.34% (116.7 sq mi or 302 km2) is water. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What museum preserves the memory of the crime?. Does the sentence: A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: When people take on debt, it leads potentially to what?. Does the sentence: If the state does not provide these services, then for those on lower incomes, the costs must be borrowed and often those on lower incomes are those who are worse equipped to manage their finances. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Stretched rocks that pinch into lenses are known by what word?. Does the sentence: These stretched rocks can also pinch into lenses, known as boudins, after the French word for ""sausage"", because of their visual similarity. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Who was influential in promoting the use of chemical compounds as medicines?. Does the sentence: Living in the 10th century, he wrote The foundations of the true properties of Remedies, amongst others describing arsenious oxide, and being acquainted with silicic acid. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: When did Tesla move to New York City?. Does the sentence: In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What is the population of the second largest city in California?. Does the sentence: Many of southern California's most developed cities lie along or in close proximity to the coast, with the exception of San Bernardino and Riverside. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What has a Lama determined to do?. Does the sentence: In Tibetan Buddhism the teachers of Dharma in Tibet are most commonly called a Lama. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was the idealized value of imperialism?. Does the sentence: For some, imperialism designated a policy of idealism and philanthropy; others alleged that it was characterized by political self-interest, and a growing number associated it with capitalist greed. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What kind of water body is rumored to be obscuring Genghis Khan's burial site?. Does the sentence: Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun). answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Who won the Ekstraklasa Championship in 2000?. Does the sentence: They also won the country’s championship in 1946, and won the cup twice as well. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What were the Saxon Palace and Brühl Palace in prewar Warsaw?. Does the sentence: Warsaw’s municipal government authorities have decided to rebuild the Saxon Palace and the Brühl Palace, the most distinctive buildings in prewar Warsaw. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What thesis specifies that a polynomial relationship exists within time complexities in a computational model?. Does the sentence: This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What happened to his lab?. Does the sentence: His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: How does the level of tuition in German private schools compare to private schools in other Western European countries?. Does the sentence: Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: For about how long would the extended LM allow a surface stay on the moon?. Does the sentence: The Lunar Module (LM) was designed to descend from lunar orbit to land two astronauts on the Moon and take them back to orbit to rendezvous with the Command Module. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was the population of the Dutch Republic before this emigration?. Does the sentence: This was a huge influx as the entire population of the Dutch Republic amounted to ca. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What eventually happened to the Block I program after the incident?. Does the sentence: Crew members would also exclusively wear modified, fire-resistant Block II space suits, and would be designated by the Block II titles, regardless of whether a LM was present on the flight or not. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What causes rock extension?. Does the sentence: This is primarily accomplished through normal faulting and through the ductile stretching and thinning. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What lead to the UK to subscribe to the agreement on Social Policy?. Does the sentence: Following the election of the UK Labour Party to government in 1997, the UK formally subscribed to the Agreement on Social Policy, which allowed it to be included with minor amendments as the Social Chapter of the 1997 Treaty of Amsterdam. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Who was the chairman of the House Committee on Energy and Commerce?. Does the sentence: Sherwood Boehlert, chairman of the House Science Committee, said this was a ""misguided and illegitimate investigation"" apparently aimed at intimidating scientists, and at his request the U.S. National Academy of Sciences arranged for its National Research Council to set up a special investigation. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Article 34 meant states could be responsible for what?. Does the sentence: It also means states can be responsible for private actors. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Where is the border of Swiss and Austria?. Does the sentence: It is located at approximately 47°39′N 9°19′E﻿ / ﻿47.650°N 9.317°E﻿ / 47.650; 9.317. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What other location did Apollo 1 test at besides Kennedy Space Center?. Does the sentence: They trained and conducted tests of their spacecraft at North American, and in the altitude chamber at the Kennedy Space Center. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: How much did Capital Cities Communications purchase ABC and its properties for?. Does the sentence: Due to an FCC ban on same-market ownership of television and radio stations by a single company (although the deal would have otherwise complied with new ownership rules implemented by the FCC in January 1985, that allowed broadcasters to own a maximum of 12 television stations), ABC and Capital Cities respectively decided to sell WXYZ-TV and Tampa independent station WFTS-TV to the E. W. Scripps Company (although Capital Cities/ABC originally intended to seek a cross-ownership waiver to retain WXYZ and Capital Cities-owned radio stations WJR and WHYT). answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who painted the retable of St. George that is in the V&A collection?. Does the sentence: One of the largest objects in the collection is the Spanish tempera on wood, 670 x 486 cm, retable of St George, c. 1400, consisting of numerous scenes and painted by Andrés Marzal De Sax in Valencia. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: According to a 1955 review, what were savings by the wealthy thought to offset?. Does the sentence: According to a 1955 review, savings by the wealthy, if these increase with inequality, were thought to offset reduced consumer demand. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What percentage of Warsaw's population was Protestant in 1901?. Does the sentence: After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: For which show did Billie Piper tape an introduction?. Does the sentence: CBC began airing series two on 9 October 2006 at 20:00 E/P (20:30 in Newfoundland and Labrador), shortly after that day's CFL double header on Thanksgiving in most of the country.[citation needed] answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What is the seldom used force unit equal to one thousand newtons?. Does the sentence: The kilogram-force leads to an alternate, but rarely used unit of mass: the metric slug (sometimes mug or hyl) is that mass that accelerates at 1 m·s−2 when subjected to a force of 1 kgf. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What is the name of the turf used in Levi's Stadium for the Super Bowl?. Does the sentence: Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Baltimore Ravens kicker Justin Tucker, causing him to slip and miss a field goal, although the field has not had any major issues since. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Which company is the gallery of Japanese art named after?. Does the sentence: The museum also holds some cloisonné pieces from the Japanese art production company, Ando Cloisonné. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was the name of the imperialistic policy in China?. Does the sentence: The Age of Imperialism, a time period beginning around 1700, saw (generally European) industrializing nations engaging in the process of colonizing, influencing, and annexing other parts of the world in order to gain political power.[citation needed] answer it?
[LABELS_CHOICE]",0,1
"Given the following question: When was Luther's last sermon?. Does the sentence: It was ""entirely devoted to the obdurate Jews, whom it was a matter of great urgency to expel from all German territory,"" according to Léon Poliakov. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who did the BBC work with to reconstruct some of The Invasion episodes?. Does the sentence: The BBC, in conjunction with animation studio Cosgrove Hall, reconstructed the missing episodes 1 and 4 of The Invasion (1968), using remastered audio tracks and the comprehensive stage notes for the original filming, for the serial's DVD release in November 2006. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: When were Luther and his prospective bride engaged?. Does the sentence: The ceremonial walk to the church and the wedding banquet were left out, and were made up two weeks later on 27 June. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Where in South Carolina did Huguenot nobility settle?. Does the sentence: He became pastor of the first Huguenot church in North America in that city. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What is colonialism's core meaning?. Does the sentence: Colonialism is seen to be the architect deciding how to start dominating areas and then imperialism can be seen as creating the idea behind conquest cooperating with colonialism. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was Warsaw's population in 1901?. Does the sentence: After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: By what name was the Mongol army that finally conquered Bulgaria known?. Does the sentence: The famous cavalry expedition led by Subutai and Jebe, in which they encircled the entire Caspian Sea defeating all armies in their path, remains unparalleled to this day, and word of the Mongol triumphs began to trickle to other nations, particularly Europe. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What university donated the land for the Manned Spacecraft Center?. Does the sentence: A site was chosen in Houston, Texas, on land donated by Rice University, and Administrator Webb announced the conversion on September 19, 1961. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What was given as the cause of death?. Does the sentence: His body was later found by maid Alice Monaghan after she had entered Tesla's room, ignoring the ""do not disturb"" sign that Tesla had placed on his door two days earlier. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: How many plant species make up the total in the rainforest?. Does the sentence: One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What Newcastle radio station is based at the Great North Children's Hospital?. Does the sentence: Newcastle Student Radio is run by students from both of the city's universities, broadcasting from Newcastle University's student's union building during term time. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: the Great Internet Mersenne Prime Search, what was the prize for finding a prime with at least 10 million digits?. Does the sentence: In 2009, the Great Internet Mersenne Prime Search project was awarded a US$100,000 prize for first discovering a prime with at least 10 million digits. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: When was the St. Bartholomew's Day Massacre?. Does the sentence: In what became known as the St. Bartholomew's Day Massacre of 24 August – 3 October 1572, Catholics killed thousands of Huguenots in Paris. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What do these teachers NOT do?. Does the sentence: These teachers do not teach by rote but attempt to find new invigoration for the course materials on a daily basis. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What role in economics did the university play a major part in?. Does the sentence: In economics, the university has played an important role in shaping ideas about the free market and is the namesake of the Chicago school of economics, the school of economic thought supported by Milton Friedman and other economists. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What is the estimate of how many physicians give out drugs on their own?. Does the sentence: 7 to 10 percent of American physicians practices reportedly dispense drugs on their own. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What was Warsaw ranked the 7th greatest of?. Does the sentence: It also has one of the fastest growing economies, with GDP growth at 6.5 percent in 2007 and 6.1 percent in the first quarter of 2008. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was the Marburg Colloquy meant to establish?. Does the sentence: Agreement was achieved on fourteen points out of fifteen, the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What river runs through Warsaw?. Does the sentence: Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who designed the Scottish Parliament building?. Does the sentence: Since September 2004, the official home of the Scottish Parliament has been a new Scottish Parliament Building, in the Holyrood area of Edinburgh. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What portion of Berlin's population spoke French by 1700?. Does the sentence: By 1700, one-fifth of the city's population was French speaking. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Who was responsible for the new building projects in Jacksonville?. Does the sentence: Mayor W. Haydon Burns' Jacksonville Story resulted in the construction of a new city hall, civic auditorium, public library and other projects that created a dynamic sense of civic pride. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What did Luther explain about acquiring God's grace?. Does the sentence: In this work, one of his most emphatic statements on faith, he argued that every good work designed to attract God's favor is a sin. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Where was war fought?. Does the sentence: The war was fought primarily along the frontiers between New France and the British colonies, from Virginia in the South to Nova Scotia in the North. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: In what year did Harvard Stadium become the first ever concrete reinforced stadium in the country?. Does the sentence: While Harvard's football team is no longer one of the country's best as it often was a century ago during football's early days (it won the Rose Bowl in 1920), both it and Yale have influenced the way the game is played. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: How much time was left in the game when Denver took the score to 24-10?. Does the sentence: With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What kind of needlework was used in the creation of the Bayeux Tapestry?. Does the sentence: It was commissioned by Odo, the Bishop of Bayeux and first Earl of Kent, employing natives from Kent who were learned in the Nordic traditions imported in the previous half century by the Danish Vikings. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Why was NBC unable to broadcast the coronation of Queen Elizabeth II?. Does the sentence: The first attempts to internationalize the ABC television network date back to the 1950s, after Leonard Goldenson, following the United Paramount Theatres model, tried to use on ABC the same strategies he had made in expanding UPT's theater operation to the international market. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was developed from Watt's measurements on a model steam engine?. Does the sentence: The steam engine contributed much to the development of thermodynamic theory; however, the only applications of scientific theory that influenced the steam engine were the original concepts of harnessing the power of steam and atmospheric pressure and knowledge of properties of heat and steam. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who ran for a Carolina touchdown to make the score 10–7?. Does the sentence: Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Jonathan Stewart finished the drive with a 1-yard touchdown run, cutting the score to 10–7 with 11:28 left in the second quarter. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What is the observable effect of W and Z boson exchange?. Does the sentence: The weak force is due to the exchange of the heavy W and Z bosons. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Cost overruns with government projects have occurred when the contractor did what?. Does the sentence: Mortgage bankers, accountants, and cost engineers are likely participants in creating an overall plan for the financial management of the building construction project. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: In what magazine did Tesla talk about reflecting electricity off of submarine's hulls?. Does the sentence: Tesla was incorrect in his assumption that high frequency radio waves would penetrate water but Émile Girardeau, who helped develop France's first radar system in the 1930s, noted in 1953 that Tesla's general speculation that a very strong high frequency signal would be needed was correct stating ""(Tesla) was prophesying or dreaming, since he had at his disposal no means of carrying them out, but one must add that if he was dreaming, at least he was dreaming correctly."":266 answer it?
[LABELS_CHOICE]",0,1
"Given the following question: From what landmark within Fresno does the Tower Theatre get its name?. Does the sentence: (The name of the theater refers to a well-known landmark water tower, which is actually in another nearby area). answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What is the largest co-ed independent school in Newcastle?. Does the sentence: Newcastle School for Boys is the only independent boys' only school in the city and is situated in Gosforth. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who played Doctor Who on stage in the 70's?. Does the sentence: In the early 1970s, Trevor Martin played the role in Doctor Who and the Daleks in the Seven Keys to Doomsday. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Approximately how many paintings comprise the museum's collections of South and South-East Asian art?. Does the sentence: The Museum's collections of South and South-East Asian art are the most comprehensive and important in the West comprising nearly 60,000 objects, including about 10,000 textiles and 6000 paintings, the range of the collection is immense. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: In what type of work was Luther prolific?. Does the sentence: Luther was a prolific hymn-writer, authoring hymns such as ""Ein feste Burg ist unser Gott"" (""A Mighty Fortress Is Our God""), based on Psalm 46, and ""Vom Himmel hoch, da komm answer it?
[LABELS_CHOICE]",0,0
"Given the following question: New broadcast regulations from the FCC in 1968 allowed companies to own a maximum of how many radio stations?. Does the sentence: In 1968, ABC took advantage of new FCC ownership regulations that allowed broadcasting companies to own a maximum of seven radio stations nationwide in order to purchase Houston radio stations KXYZ and KXYZ-FM for $1 million in shares and $1.5 million in bonds. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: How does cooling of the local environment affect the mnemiopsis?. Does the sentence: The impact was increased by chronic overfishing, and by eutrophication that gave the entire ecosystem a short-term boost, causing the Mnemiopsis population to increase even faster than normal – and above all by the absence of efficient predators on these introduced ctenophores. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who was brought it to work on the museum after the death of Captain Francis Fowke?. Does the sentence: Henry Young Darracott Scott, also of the Royal Engineers. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: Besides Death Wish Coffee, how many other competitors participated in the contest?. Does the sentence: Death Wish Coffee beat out nine other contenders from across the United States for the free advertisement. answer it?
[LABELS_CHOICE]",0,0
"Given the following question: How long has Radio Tyneside been the voluntary hospital radio service?. Does the sentence: The city also has a Radio Lollipop station based at the Great North Children's Hospital in the Newcastle Royal Victoria Infirmary. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What area is Newcastle's milder winters and cooler summers most similar to?. Does the sentence: The climate in Newcastle is oceanic (Köppen Cfb) and significantly milder than some other locations in the world at a similar latitude, due to the warming influence of the Gulf Stream (via the North Atlantic Drift). answer it?
[LABELS_CHOICE]",0,1
"Given the following question: What was invented by Savery?. Does the sentence: The first commercially successful true engine, in that it could generate power and transmit it to a machine, was the atmospheric engine, invented by Thomas Newcomen around 1712. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: In which city was Tesla's consultant job for Westinghouse?. Does the sentence: In July 1888, Brown and Peck negotiated a licensing deal with George Westinghouse for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per AC horsepower produced by each motor. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who did Martin Luther marry?. Does the sentence: Martin Luther married Katharina von Bora, one of 12 nuns he had helped escape from the Nimbschen Cistercian convent in April 1523, when he arranged for them to be smuggled out in herring barrels. "" answer it?
[LABELS_CHOICE]",0,0
"Given the following question: What were the three parts of Kublai's government?. Does the sentence: While the official terminology of the institutions may indicate the government structure was almost purely that of native Chinese dynasties, the Yuan bureaucracy actually consisted of a mix of elements from different cultures. answer it?
[LABELS_CHOICE]",0,1
"Given the following question: Who lived in a tree to prevent it from being cut down as a form of civil disobedience?. Does the sentence: Bedau writes, ""There is a whole class of acts, undertaken in the name of civil disobedience, which, even if they were widely practiced, would in themselves constitute hardly more than a nuisance (e.g. trespassing at a nuclear-missile installation)... answer it?
[LABELS_CHOICE]",0,1
